date,section.name,headline.main,headline.print,headline.kicker,material,,,
9/1/2021,U.S.,Arizona Banned School Mask Mandates. Now Some Kids Are Sick and Parents Are Angry.,Arizona’s Embattled Governor Joins G.O.P. Anti-Mask Cause,NA,News,,,
8/2/2021,Opinion,We Cannot Stand By and Watch Afghanistan Collapse,We Cannot Stand By and Watch Afghanistan Collapse,Guest Essay,Op-Ed,,,
9/2/2021,U.S.,"Congress Moves to Increase Pentagon Budget, Defying Biden and Liberals","Defying President, Congress Prepares to Increase the Pentagon’s Budget",NA,News,,,
8/21/2021,World,"Donors Send Quake Aid to Haiti, but for How Long?",Global Needs and Past Misuse of Donations Threaten Haiti’s Recovery,NA,News,,,
8/21/2021,World,Vietnam War Victims Wanted Justice. They Were Given ‘30 Bags of Rice.’,Vietnam War Victims Say South Korea Still Owes Them Answers,NA,News,,,
9/3/2021,U.S.,U.S. Wrestles With Taliban Sanctions as Afghan Crisis Looms,"Test for U.S.: Aid Afghans, Not Taliban",NA,News,,,
8/22/2021,World,Chaos Persists at Kabul Airport as Taliban Discuss New Government,Chaos at Airport as Taliban Work on Creating State,NA,News,,,
9/3/2021,U.S.,"Inside the Afghan Evacuation: Rogue Flights, Crowded Tents, Hope and Chaos","Escaping Afghanistan, Refugees Discover Chaos Is Far From Over  ",NA,News,,,
9/3/2021,U.S.,Biden Tours Hurricane Ida Damage in New Orleans,Biden Tours New Orleans And Its Hurricane Damage,NA,News,,,
9/4/2021,U.S.,"In Invoking Beau, Biden Broaches a Loss That’s Guided His Presidency","Biden Is Still Mourning a Son, But Some Can’t Bear His Grief",NA,News,,,
9/4/2021,U.S.,Democrats Hit the Road to Sell Big Spending Bills as Republicans Attack,Democrats Hit Road to Sell Ambitious Budget,NA,News,,,
8/23/2021,World,They Were Protectors in Afghanistan. Now They Need Help.,Nepali Former Security Contractors Worry They Will Be Unable to Get Home,NA,News,,,
8/23/2021,World,Afghan Fiasco Raises Hard Questions for Europe,Afghan Fiasco Shows Fault Lines in NATO,NA,News,,,
8/23/2021,World,Did the War in Afghanistan Have to Happen?,"U.S. Passed on Taliban Surrender, and 20 Years of War Followed",NA,News,,,
8/23/2021,World,Afghan Refugees Find a Harsh and Unfriendly Border in Turkey,"A 1,400-Mile Trek to Turkey Only to Be Told to Turn Back",NA,News,,,
8/23/2021,World,Taliban Reject Extended Deadline as U.S. Races to Finish Evacuation,Taliban Demand August Pullout As the U.S. Rushes to Evacuate,NA,News,,,
8/5/2021,Opinion,It’s Not Too Late for the Land of Mercenaries,It’s Not Too Late for the Land of Mercenaries,Guest Essay,Op-Ed,,,
8/11/2021,Opinion,The West’s Best Allies for 20 Years Are in Grave Danger,Our Best Allies Are  In Danger,Guest Essay,Op-Ed,,,
8/12/2021,Opinion,Biden Could Have Stopped the Taliban. He Chose Not To.,Biden Could Have Stopped the Taliban,Guest Essay,Op-Ed,,,
8/16/2021,Opinion,I Was a Marine in Afghanistan. We Sacrificed Lives for a Lie.,I Served in Afghanistan. We Sacrificed for a Lie. ,Guest Essay,Op-Ed,,,
9/5/2021,U.S.,Military Analysis Raises Questions About Deadly Drone Strike in Kabul,Military Analysis Raises Questions About Deadly Drone Strike in Kabul,NA,News,,,
9/6/2021,U.S.,Americans Stretch Across Political Divides to Welcome Afghan Refugees,The Welcome Mat Is Out for Afghan Refugees,NA,News,,,
8/24/2021,World,"Under Taliban Rule, Life in Kabul Transforms Once Again","In Kabul Streets, Eerie Quiet and a Struggle to Make Ends Meet",NA,News,,,
8/24/2021,World,The C.I.A. director visited Kabul for secret talks with the Taliban.,C.I.A. Director Traveled to Kabul for Secret Talks With Taliban Leaders,NA,News,,,
9/7/2021,U.S.,Veterans Struggle With Issues That Are Often Invisible to Others,"For Veterans, The Trauma Doesn’t End With Service",NA,News,,,
8/16/2021,Opinion,Biden Could Still Be Proved Right in Afghanistan,The Taliban Are Jubilant. The U.S. Is Stunned. What Comes Next?,Thomas L. Friedman,Op-Ed,,,
8/24/2021,World,"In Southeast Asia, Kamala Harris’s Message: You Can Count on the U.S.","In Southeast Asia, Harris Chides China While Promoting U.S. Credibility",NA,News,,,
8/24/2021,World,New Israeli Leader Backs Hard Line on Iran but Softer Tone With U.S.,Israeli Leader Supports Hard Line on Iranians,NA,News,,,
8/16/2021,Opinion,Disaster in Afghanistan Will Follow Us Home,Biden Owns the Moment. He Will Also Own the Consequences.,Bret Stephens,Op-Ed,,,
8/25/2021,World,A Swimmer’s Journey From Afghanistan to Refugee Camps to the Paralympics,"He Fled Afghanistan, And Headed for Open Water",NA,News,,,
9/7/2021,U.S.,"Calling ‘Code Red’ on Climate, Biden Pushes for Infrastructure Plan",Biden Calls ‘Code Red’ on Climate in Pushing $1 Trillion Infrastructure Plan,NA,News,,,
8/17/2021,Opinion,Malala: I Survived the Taliban. I Fear for My Afghan Sisters.,I Fear For My  Afghan  Sisters,Guest Essay,Op-Ed,,,
8/25/2021,Business Day,How Mexico Helped The Times Get Its Journalists Out of Afghanistan,How Mexico Helped Get Afghans Out,THE Media equation,News,,,
8/25/2021,Style,‘Made in Afghanistan’ Once Symbolized Hope. Now It’s Fear.,Signal of Hope Switches to Fear,Unbuttoned,News,,,
9/8/2021,U.S.,Muslim Americans’ ‘Seismic Change’,Muslim. American.,NA,News,,,
8/25/2021,World,"Biden Sticks to Afghan Deadline, Resisting Pleas to Extend Evacuation","Rebuffing Allies, Biden is Sticking to Exit Deadline",NA,News,,,
9/10/2021,U.S.,‘We Truly Have Lost Everything’: A Journey Out of Kabul the Day It Fell,‘She Was Alone’: One Official’s Harrowing Escape From Kabul,NA,News,,,
9/10/2021,U.S.,Iraqi Detainee Reported Suffering Paralysis at Guantánamo,Detainee’s Reported Paralysis Prompts Guantánamo Judge To Order Emergency Report,NA,News,,,
8/25/2021,World,Budding Resistance to the Taliban Faces Long Odds,Resistance to Taliban Gets a New Face,NA,News,,,
8/25/2021,World,A Taliban spokesman urges women to stay home because fighters haven’t been trained to respect them.,Women Warned to Stay  Home to Avoid Fighters,NA,News,,,
8/17/2021,Opinion,This Is What Taliban Control Looks Like in 2021,How Will the Taliban Rule Afghanistan?,Guest Essay,Op-Ed,,,
8/17/2021,Opinion,Get Afghan Refugees Out. Then Let Them In.,Get the Refugees Out. Then Let Them In.,Michelle Goldberg,Op-Ed,,,
9/10/2021,U.S.,"Biden’s Vaccine Push Aligns Him With a Fed-Up, Vaccinated Majority",Vaccine Push Aligns Biden  With a Frustrated Majority,NA,News,,,
8/26/2021,World,Kamala Harris Pledges U.S. Help for Afghan Women and Children,Harris Promises U.S. Will Work With Allies to Help Afghan Women and Children,NA,News,,,
8/26/2021,World,"U.S. Says 1,500 Americans Remain in Afghanistan as Evacuation Enters Final Days","1,500 Citizens Remain In Afghanistan as U.S. Intensifies Rush to Exit",NA,News,,,
8/26/2021,World,"At Least 250,000 Afghans Who Worked With U.S. Haven’t Been Evacuated, Estimates Say",U.S. Rescue of All Afghan Allies by Deadline Appears Increasingly Unlikely,NA,Interactive Feature,,,
8/26/2021,World,The Real Winner of the Afghan War? It’s Not Who You Think.,Pakistan Has Future Riding on Taliban,news analysis,News,,,
8/26/2021,World,Border Standoff Over Afghan Migrants Highlights E.U. Fears of New Influx,Border Standoff Sharply Highlights E.U. Fears of a New Influx,NA,News,,,
8/26/2021,World,"After Decades of War, ISIS and Al Qaeda Can Still Wreak Havoc",An ISIS Offshoot Claims Responsibility As Terror Groups Find a New Foothold,NA,News,,,
8/26/2021,World,"Suicide Bombers in Kabul Kill Dozens, Including 13 U.S. Troops","U.S. Troops Among Dozens Dead in Blasts As Biden Vows, ‘We Will Hunt You Down’",NA,News,,,
8/26/2021,World,"A Stranded Interpreter, and the Soldiers Who Would Not Let Go","Stranded Interpreter, Increasingly in Danger, And His U.S. Soldiers",NA,News,,,
9/11/2021,U.S.,Measles Cases Bring Temporary Halt to Afghans’ Arrival in U.S.,Measles Cases Halt Afghan Refugee Flights Into the U.S.,NA,News,,,
8/26/2021,Style,"Kamala Harris, in Southeast Asia and in Uniform","Kamala Harris, in Southeast Asia and in Uniform",Critic’s Notebook,News,,,
9/11/2021,U.S.,"In Shanksville, Preserving the Memory of 9/11 and the Wars That Followed","In Shanksville, a Field of Flags for All the Fallen",NA,News,,,
8/27/2021,World,"After Airport Bombing, an Afghan Family Buries a Father, and Hope",Family That Worked With U.S. Buries a Father and Their Hopes,NA,News,,,
9/11/2021,U.S.,Biden and Bush Urge Unity as Nation Remembers Sept. 11,Bush and Biden Join in Seeking Unity Amid Grief,NA,News,,,
8/18/2021,Opinion,The Taliban Have Claimed Afghanistan’s Real Economic Prize,The Taliban’s Economic Prize,Guest Essay,Op-Ed,,,
9/12/2021,U.S.,"West Virginia, once a vaccination pacesetter, is struggling against the Delta variant.",West Virginia  Is Struggling Against Delta,NA,News,,,
8/27/2021,World,"A baby born on an evacuation flight is named Reach, after the aircraft’s call sign.",Rescue Flight To Germany Inspires Name For Newborn,NA,News,,,
8/27/2021,World,U.S. Launches Strike on ISIS-K as Bombing’s Death Toll Soars,U.S. Strikes ISIS Branch as Bombing’s Death Toll Soars,NA,News,,,
8/19/2021,Opinion,"To Save His Presidency, Biden Must Tell the Truth About Afghanistan",Biden Must Tell the Truth About Afghanistan,Guest Essay,Op-Ed,,,
8/27/2021,World,He Built a Robot to Prove a Point About Refugees,Offering a Résumé and a Robot Built Out of Trash,The Saturday Profile,News,,,
8/27/2021,World,He was a baby on 9/11. Now he’s one of the last casualties of America’s longest war.,Marine Barely Older Than War Is Killed Bringing It to an End,NA,News,,,
9/12/2021,U.S.,The Legacy of America’s Post-9/11 Turn to Torture,One Legacy of Sept. 11: A Torture Policy’s Stain,NA,News,,,
8/27/2021,World,Giant Puppet Ruffles Some Feathers on a Long Walk Through Greece,A Giant Refugee Ruffles Some Feathers,NA,News,,,
9/12/2021,U.S.,"After the 9/11 Attacks, Boston Found a Focus for Its Anger","After 9/11, Boston Sought Someone to Fault. It Settled on Her.",NA,News,,,
9/13/2021,U.S.,‘We Did Not Inherit a Plan’: Blinken Is Grilled in Congress Over Afghanistan Exit,Blinken Rejects Criticism Of Afghanistan Pullout,NA,News,,,
9/13/2021,U.S.,Pentagon Defends Deadly Drone Strike in Kabul,Pentagon Defends Kabul Drone Strike After Investigation Casts Doubts on Account,NA,News,,,
9/14/2021,U.S.,"Grilled by G.O.P. senators, Blinken defends Biden administration’s Afghanistan exit.","Grilled by G.O.P., Blinken Defends Biden’s Afghanistan Exit",NA,News,,,
9/14/2021,U.S.,Barbara Lee’s Long Quest to Curb Presidential War Powers Faces a New Test,Quest to Curb War Powers Of President Faces New Test,NA,News,,,
8/28/2021,World,Evacuations From Kabul Wind Down as U.S. Prepares to Pull Last Troops,Frenzied Exit From Kabul Nears End as the President Cites a New Terror Threat,NA,News,,,
8/19/2021,Opinion,Three People I Would Interview About Afghanistan,Three People I Would Interview About Afghanistan,Thomas L. Friedman,Op-Ed,,,
9/14/2021,U.S.,"Fears That Trump Might Launch a Strike Prompted General to Reassure China, Book Says",New Book Details Fears Trump Would Start War,NA,News,,,
9/15/2021,U.S.,"As G.O.P. Digs In on Debt Ceiling, Democrats Try Shaming McConnell",Democrats’ Strategy on Debt Ceiling: Discredit McConnell,NA,News,,,
8/28/2021,World,A Journey Through Kabul on the Day of the Fall,"Scenes From the Fall of a City, And a Farewell to Hopeful Days",Kabul Dispatch,News,,,
8/28/2021,World,"Britons, Unfazed by High Covid Rates, Weigh Their ‘Price of Freedom’","Britons, Unfazed by High Infection Rates, Weigh Their ‘Price of Freedom’",NA,News,,,
8/29/2021,World,‘What Will Happen to Me?’ An Uncertain Future Awaits Afghans Who Fled,"After Escaping Kabul, Afghans Are Struck With Worry, Uncertainty and Despair",NA,News,,,
9/15/2021,U.S.,"Republicans, Wary of Political Fallout, Steer Clear of Rally for Riot Suspects",Republicans Steer Clear of Rally With Riot Ties,NA,News,,,
8/19/2021,Opinion,I Can’t Forget the Lessons of Vietnam. Neither Should You.,I Can’t Forget the Lessons of Vietnam,Guest Essay,Op-Ed,,,
8/29/2021,World,U.S. Conducts Drone Strike in Kabul and Winds Down Airlift as Deadline Nears,"Amid Terror Threat, a Hurried Airlift of Afghans Ends",NA,News,,,
8/29/2021,World,American University of Afghanistan students and relatives trying to flee were sent home.,"College Students Dodging Taliban  Are Left Behind, Fearing for Lives",NA,News,,,
8/29/2021,World,"As the Taliban Tighten Their Grip, Fears of Retribution Grow",Reports of Detentions and Executions Despite Taliban Vow of Amnesty,NA,News,,,
9/16/2021,U.S.,Thousands of Afghans on American military bases await resettlement.,Thousands of Afghans on U.S. Military Bases Await Resettlement,NA,News,,,
8/30/2021,World,Can Afghanistan’s Leading Broadcaster Survive the Taliban?,"Still Broadcasting From Afghanistan, but Nervously",NA,News,,,
8/30/2021,Climate,A New Breed of Crisis: War and Warming Collide in Afghanistan,War and Climate Change Collide in Afghanistan,NA,News,,,
9/16/2021,U.S.,Struggle for Control of Afghanistan Comes to K Street,Anti-Taliban Leader in Afghanistan Hires Lobbyist to Seek Military and Financial Help in the U.S.,NA,News,,,
8/30/2021,World,How 2 Afghan Paralympians Defied the Odds to Get From Kabul to Tokyo,How 2 Afghan Athletes Defied Odds to Make It Out of Kabul and to Japan,NA,News,,,
8/30/2021,World,"In Afghanistan, an Unceremonious End, and a Shrouded Beginning",A Solemn Pullout In the Last Hours Of a Lost Fight,News Analysis,News,,,
8/30/2021,World,U.S. War in Afghanistan Ends as Final Evacuation Flights Depart,U.S. Forces Leave Kabul; Evacuation Ends,NA,News,,,
9/17/2021,U.S.,Pentagon acknowledges Aug. 29 drone strike in Afghanistan was a tragic mistake that killed 10 civilians.,"Drone Attack Was a Mistake, Pentagon Says",NA,News,,,
9/17/2021,U.S.,Thousands of Migrants Huddle in Squalid Conditions Under Texas Bridge,"Surge Leaves 9,000 Migrants Crammed Under a Texas Bridge",NA,News,,,
8/30/2021,World,"Afghan Family Says Errant U.S. Missile Killed 10, Including 7 Children","In Kabul, Kin Say 10 Died  In Errant Hit By U.S. Drone",NA,News,,,
8/20/2021,Opinion,"In Afghanistan, China Is Ready to Step Into the Void",China Stands Ready to Fill Kabul’s Needs,Guest Essay,Op-Ed,,,
8/21/2021,Opinion,Why Biden’s Lack of Strategic Patience Led to Disaster,Now the Taliban Hold All the Cards,Guest Essay,Op-Ed,,,
8/30/2021,World,"North Korea Restarted Plutonium-Producing Reactor, U.N. Agency Warns","Reactor Active In North Korea, Agency Warns",NA,News,,,
8/23/2021,Opinion,The Taliban Want You to Keep Your Phone On,The Taliban Turned Cellphones Into Weapons,Guest Essay,Op-Ed,,,
9/17/2021,U.S.,"Sidelined on Jan. 6, Walker Has Top Job Securing Capitol Against a Repeat",House Security Chief Vows No Jan. 6 Repeat,NA,News,,,
8/24/2021,Opinion,This Is What the Afghan Evacuation Looks Like on the Inside,Inside the Afghan Evacuation ,Guest Essay,Op-Ed,,,
8/31/2021,World,The New U.S. Challenge in Afghanistan: Coping With Taliban Rule,"20 Years of Enmity Aside, U.S. And Taliban Need Each Other",The Interpreter,News,,,
8/31/2021,World,"The Taliban Celebrate Victory, With a Crisis Looming","The Taliban Celebrate Victory, With a Crisis Looming",NA,News,,,
8/24/2021,Opinion,The Afghanistan War Was Lost Before Biden Ended It,Biden Didn’t Lose the War,Michelle Goldberg,Op-Ed,,,
9/19/2021,U.S.,Jill Biden Is Chasing the President’s Most Elusive Campaign Promise: Unity,First Lady Chases the President’s Most Elusive Campaign Promise: Unity,NA,News,,,
9/20/2021,U.S.,"U.S. Troops Are Still Deploying to Iraq, Even as Afghan War Ends","Deploying to Iraq, Even as Afghan War Ends",NA,News,,,
8/31/2021,World,"Ukraine’s Leader, Meeting Biden, Seeks Security Assurances After Afghan Pullout",Ukraine’s Leader Seeks Assurances From Biden,NA,News,,,
9/20/2021,U.S.,"Democrats to Pair Spending Bill With Raising Debt Ceiling, Pressuring G.O.P.",Spending Bill to Be Tied to Debt Ceiling,NA,News,,,
9/1/2021,World,Afghanistan Before the Fall,Afghanistan Before the Fall,NA,News,,,
9/1/2021,World,"Shifting to Governing, Taliban Will Name Supreme Afghan Leader",Economy in Free Fall  Is but One Challenge,NA,News,,,
9/1/2021,World,"With Afghan Retreat, Biden Bucks Foreign Policy Elite","In Pulling Troops Out,  A President Becomes An Unlikely Insurgent",NA,News,,,
9/20/2021,U.S.,Appeals Panel Overturns Army Judge’s Ruling on Torture,Pentagon Panel Overturns Army Judge’s Ruling on Use of Torture for Evidence,NA,News,,,
9/20/2021,U.S.,"U.S. to Lift Pandemic Travel Restrictions, Easing Tension With Europe",U.S. to Reopen To Vaccinated From Overseas,NA,News,,,
9/1/2021,World,"‘Finally, I Am Safe’: U.S. Air Base Becomes Temporary Refuge for Afghans","‘Finally, I Am Safe’: Thousands Find Temporary Refuge at U.S. Air Base",NA,News,,,
9/20/2021,U.S.,Biden to Push Global Plan to Battle Covid as National Gaps Widen,Biden to Endorse Plan to Deliver More Vaccines to Poorer Countries,NA,News,,,
9/1/2021,World,"After Quick Victory, Taliban Find Governing Is Harder","After Swift Victory, Taliban Scramble to Govern",NA,News,,,
9/1/2021,World,Will the World Formally Recognize the Taliban?,The Taliban Must Overcome Big Obstacles to Obtain International Recognition,NA,News,,,
9/21/2021,U.S.,A Botched Drone Strike in Kabul Started With the Wrong Car,A Botched U.S. Drone Strike in Kabul Started With the Wrong Car,NA,News,,,
